x,y
4.647534254509076,-5.276594050265929
4.8852160671243965,-5.154826887620066
-5.323937624798271,1.0518719284137654
-6.532918189291047,1.8021402358475829
4.209327283214155,-2.6812921293819625
3.92048088694493,-3.6994193467680305
4.69443855795425,-5.106202134753421
-4.5053921802187995,-1.3260630295190268
3.240835179493678,-5.361982072245493
4.321461758508902,-3.5298203394460943
-5.2549874369342655,-0.6225008630614202
-6.802412303561505,1.5816519869058645
-5.816051067203653,2.8961042957389957
-4.3027949817105595,0.3847830458263689
-5.395704017952197,-0.05416671359105085
1.1349114136496539,-5.316317684256801
3.842861425575097,-5.19252037093639
-7.131052242625326,1.3721961306937622
4.632693829763962,-4.8753186323332365
-5.095265434344861,-0.4887181324924583
-7.120480353490862,-0.3077038851919329
3.0918669891321793,-5.883176061709814
3.9748737925883293,-4.510305361976824
4.997544099286314,-3.933955320014845
-4.767091266998398,1.3466035944040946
-4.552671264270572,1.697968459340508
3.904757730525752,-4.24307117208257
4.452602153239864,-4.703903070986212
-5.67965772674866,1.4066401713021797
-4.555487983625189,1.4254174295098694
3.9821893873649588,-5.897965281312269
5.463474001261097,-4.807127399626088
4.520087929851618,-4.16191457878162
4.2257423680101365,-3.7118167369536055
-7.011735930165074,2.0604919820189855
4.817149780530696,-5.451483603817755
3.127811931154812,-4.790263911435812
-7.1812519295565975,1.5716342835785433
-5.441514704671033,2.865643765783769
-5.269381922771356,1.713581092460319
4.867234009318938,-4.633876362065755
-5.300305518227365,0.3011219318625564
3.967830788604925,-5.225711927186488
-3.6247807819562263,0.08447604820967869
4.889090083304743,-3.448042901967562
4.856846143715815,-4.450848983782627
-5.5824570385246925,1.717493987375905
2.4642674899022814,-3.9137677388573824
3.5982554136747606,-2.774632395182976
5.3066411948245396,-4.420389275318598
-5.120548352635952,2.268312004301453
-6.636496023924286,0.7906100941233578
-7.172631830876224,0.06449003987313107
3.4897115065312394,-3.1889928245430665
3.339058794004368,-4.625177638927338
-6.902706636395289,0.9842880630865894
4.452726342391776,-4.038452629262705
4.1264026445007085,-7.508268308911724
6.1800597429880995,-4.848171387849841
-6.407860337668751,-0.5537641803559328
5.304374343451432,-4.407657989977035
2.6576367624271455,-3.53008488931557
-5.084233935632128,0.39064547879734945
3.5943729500242165,-3.246098842070669
4.243655706464099,-5.603478760932867
4.345507526434858,-4.410014475504386
-3.8558859819992364,1.7641207740307303
2.672549899423551,-4.01522410420907
-5.832146300993739,0.8311869114452359
-5.302911135919449,0.848282767333301
6.016497071545418,-4.1127720707625866
4.711824116061674,-4.43357302822171
-3.997514927475536,0.5613961560825225
4.565326417601821,-3.992610271178855
-6.236776833824616,0.6525503539467217
-6.259601082778319,0.49448306481227144
-7.14310507766057,0.9620375947686118
4.397822831402877,-5.108368285235691
-4.869239807466408,1.5589527762712132
5.650304031767307,-5.845653347823768
4.022844541419383,-2.81762403276399
-5.234250188780502,1.490610845780268
-5.200011873546792,1.6683375310450712
3.6737643414266357,-7.0758024064531355
-4.974316569717987,1.1767723975992543
3.2469327777572516,-5.9692657163703675
3.637379549186991,-4.3941450411391605
-5.404699431549509,1.6607040877964552
-5.778683518773678,0.2956199012443983
-4.83883647392143,1.4083740013179564
5.184848033903546,-3.302827097647917
-4.439779950935931,-0.7626391835930981
3.2678330653767262,-5.206924935434828
3.1567999795847923,-3.5323939885972955
3.744784534784382,-6.513382143009522
4.008610726047845,-4.551609874514764
-8.303818284519213,0.8702119299161274
-6.368271193957468,0.9377700761052342
4.27202169332646,-4.403650864702046
2.609492152597322,-3.010784002326565
3.9496997101918567,-4.471177171545073
4.611418488790642,-3.980656733705872
5.8051842586708675,-3.861518761099977
1.5027044685641582,-4.7061259298485885
-4.340471232493352,1.678208681928649
3.6841803702720375,-4.638853232857624
-4.817667163892297,0.9836424118116467
-6.079941448743553,-0.16059131824253003
-5.636562724241567,2.216649820710704
-5.690021174540805,3.2430835149246597
-6.529197416114172,1.1430972505708759
3.7194099760730377,-3.976417861625361
3.952756055244481,-4.087003283133222
-7.265261675389299,0.4674716903581778
2.6920304992693787,-4.153157404545762
-4.372293490828359,1.7180392518447347
4.657919112792366,-4.375973106859124
3.1059523059715666,-4.146998346834442
-4.837540602505437,3.105834062015502
3.653597698091057,-4.829321372480519
3.6451366135366023,-4.320255076773059
3.5881776473365594,-4.76699308140582
-6.064780060832095,-0.1893666826771787
-5.117124166796855,2.034023618357458
5.860234579005534,-4.683056676103768
-4.287569014420507,0.8136457109438814
-5.644398391742709,1.259164513997369
4.620806257214021,-2.334053130267703
3.389993592478698,-3.381842454385234
3.74979521097813,-4.4406491316485734
-4.625868714814897,-0.07291990893387768
-4.405108381543836,1.3881107286400585
-5.455257271461744,0.402666188538061
2.9244165585751283,-3.636994620572564
2.8143437585377917,-5.727896442597212
4.943687595490694,-5.986205077541614
